model,business_group,raw_feature,coefficient_abs_sum,signed_coefficient_sum,max_abs_coefficient,positive_abs_sum,negative_abs_sum,nonzero_terms,importance_share,dominant_direction
pooled,Current instalment-loan behaviour,act_cins_n_statC,0.04491167978780988,-0.04491167978780988,0.04491167978780988,0.0,0.04491167978780988,1,0.004108947035231783,mostly decreases PD
pooled,Current instalment-loan behaviour,act_cins_n_statB,0.04368361547064604,-0.04368361547064604,0.04368361547064604,0.0,0.04368361547064604,1,0.003996592047421819,mostly decreases PD
pooled,Historical arrears behaviour,agr6_Max_CMaxC_Days,0.04296847972030111,-0.04296847972030111,0.04296847972030111,0.0,0.04296847972030111,1,0.0039311646366669535,mostly decreases PD
pooled,Historical arrears behaviour,agr12_Min_CMaxA_Due,0.04148012253275037,-0.04148012253275037,0.04148012253275037,0.0,0.04148012253275037,1,0.0037949955848290747,mostly decreases PD
pooled,Historical arrears behaviour,ags9_Max_CMaxI_Days,0.03975557289585664,-0.03975557289585664,0.03975557289585664,0.0,0.03975557289585664,1,0.003637217404384622,mostly decreases PD
pooled,Historical arrears behaviour,agr12_Max_CMaxI_Days,0.03958629295206668,0.03958629295206668,0.03958629295206668,0.03958629295206668,0.0,1,0.003621730067316709,mostly increases PD
pooled,Historical arrears behaviour,agr12_Mean_CMaxA_Days,0.037268271898177226,-0.037268271898177226,0.037268271898177226,0.0,0.037268271898177226,1,0.003409655484892181,mostly decreases PD
pooled,Application affordability,app_installment,0.03678716576734443,-0.03678716576734443,0.03678716576734443,0.0,0.03678716576734443,1,0.003365639326528542,mostly decreases PD
pooled,Historical arrears behaviour,ags6_Max_CMaxI_Days,0.03646607783906867,-0.03646607783906867,0.03646607783906867,0.0,0.03646607783906867,1,0.003336263153177407,mostly decreases PD
pooled,Historical arrears behaviour,agr6_Mean_CMaxC_Days,0.03410880000356999,0.03410880000356999,0.03410880000356999,0.03410880000356999,0.0,1,0.0031205969875128825,mostly increases PD
pooled,Historical arrears behaviour,agr12_Max_CMaxI_Due,0.027532394570494095,0.027532394570494095,0.027532394570494095,0.027532394570494095,0.0,1,0.0025189249562197254,mostly increases PD
pooled,Historical arrears behaviour,ags6_Mean_CMaxI_Due,0.025532701246076966,0.025532701246076966,0.025532701246076966,0.025532701246076966,0.0,1,0.0023359740179436034,mostly increases PD
pooled,Historical arrears behaviour,ags12_Min_CMaxA_Due,0.024641662795630435,-0.024641662795630435,0.024641662795630435,0.0,0.024641662795630435,1,0.002254453357470923,mostly decreases PD
pooled,Historical arrears behaviour,ags6_Mean_CMaxI_Days,0.02376233192714096,0.02376233192714096,0.02376233192714096,0.02376233192714096,0.0,1,0.0021740038177935337,mostly increases PD
pooled,Historical arrears behaviour,ags9_Mean_CMaxI_Days,0.0175448415829763,0.0175448415829763,0.0175448415829763,0.0175448415829763,0.0,1,0.0016051687477863822,mostly increases PD
pooled,Historical arrears behaviour,agr9_Min_CMaxA_Due,0.016584525951643538,0.016584525951643538,0.016584525951643538,0.016584525951643538,0.0,1,0.0015173099528160256,mostly increases PD
pooled,Historical arrears behaviour,agr6_Min_CMaxI_Days,0.014341015025743309,-0.014341015025743309,0.014341015025743309,0.0,0.014341015025743309,1,0.0013120522645923495,mostly decreases PD
pooled,Historical arrears behaviour,agr9_Min_CMaxC_Days,0.014315058538707926,-0.014315058538707926,0.014315058538707926,0.0,0.014315058538707926,1,0.0013096775186253102,mostly decreases PD
pooled,Historical arrears behaviour,agr6_Min_CMaxI_Due,0.012586037260472086,-0.012586037260472086,0.012586037260472086,0.0,0.012586037260472086,1,0.0011514902299595198,mostly decreases PD
pooled,Other,act12_n_good_days,0.008989669167082135,-0.008989669167082135,0.008989669167082135,0.0,0.008989669167082135,1,0.0008224603187036124,mostly decreases PD
pooled,Historical arrears behaviour,ags12_Max_CMaxA_Days,0.007426260516131404,0.007426260516131404,0.007426260516131404,0.007426260516131404,0.0,1,0.0006794248461599346,mostly increases PD
pooled,Current instalment-loan behaviour,act_cins_cc,0.006543851756508598,-0.006543851756508598,0.006543851756508598,0.0,0.006543851756508598,1,0.0005986937117680564,mostly decreases PD
pooled,Historical arrears behaviour,agr12_Min_CMaxI_Due,0.00422706183712448,0.00422706183712448,0.00422706183712448,0.00422706183712448,0.0,1,0.00038673176522131217,mostly increases PD
pooled,Historical arrears behaviour,ags3_Max_CMaxC_Days,0.00042444149140575464,0.00042444149140575464,0.00042444149140575464,0.00042444149140575464,0.0,1,3.883193895175565e-05,mostly increases PD
pooled,Current customer state,act_cus_active,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,agr3_Max_CMaxC_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,agr6_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,agr9_Max_CMaxA_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,agr9_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,ags3_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,ags9_Max_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,ags9_Mean_CMaxC_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
pooled,Historical arrears behaviour,ags9_Min_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Current cash-loan behaviour,act_ccss_n_statC,2.050343973078858,-2.050343973078858,2.050343973078858,0.0,2.050343973078858,1,0.1695825458286026,mostly decreases PD
css_submodel,Application affordability,app_number_of_children,0.9503181022689011,-0.9503181022689011,0.9503181022689011,0.0,0.9503181022689011,1,0.07860015941021245,mostly decreases PD
css_submodel,Current customer state,act_age,0.8009183069616272,-0.8009183069616272,0.8009183069616272,0.0,0.8009183069616272,1,0.06624340465728437,mostly decreases PD
css_submodel,Current credit-card behaviour,act_cc,0.6541692060513598,0.6541692060513598,0.6541692060513598,0.6541692060513598,0.0,1,0.05410588702259599,mostly increases PD
css_submodel,Application profile,app_char_city,0.6429646253084138,-0.6429646253084138,0.3192883456842768,0.0,0.6429646253084138,3,0.05317916382284056,mostly decreases PD
css_submodel,Application profile,app_char_gender,0.6063345719489429,0.6063345719489429,0.6063345719489429,0.6063345719489429,0.0,1,0.0501495171956901,mostly increases PD
css_submodel,Application affordability,app_income,0.40905706356438976,0.40905706356438976,0.40905706356438976,0.40905706356438976,0.0,1,0.03383282958334803,mostly increases PD
css_submodel,Current instalment-loan behaviour,act_cins_min_seniority,0.4000041317902471,0.4000041317902471,0.4000041317902471,0.4000041317902471,0.0,1,0.033084067796238514,mostly increases PD
css_submodel,Application profile,app_char_home_status,0.3583978049434344,-0.3583978049434344,0.3583978049434344,0.0,0.3583978049434344,1,0.029642836996967122,mostly decreases PD
css_submodel,Historical arrears behaviour,agr6_Mean_CMaxA_Due,0.32564339310488793,0.32564339310488793,0.32564339310488793,0.32564339310488793,0.0,1,0.026933742025766604,mostly increases PD
css_submodel,Application profile,app_char_marital_status,0.3201924644631511,-0.3201924644631511,0.316594902923137,0.0,0.3201924644631511,2,0.026482899450894788,mostly decreases PD
css_submodel,Current cash-loan behaviour,act_ccss_min_lninst,0.2805595016725672,0.2805595016725672,0.2805595016725672,0.2805595016725672,0.0,1,0.023204884241249283,mostly increases PD
css_submodel,Current call-loan behaviour,act_call_cc,0.2641397358053186,0.2641397358053186,0.2641397358053186,0.2641397358053186,0.0,1,0.021846816651499297,mostly increases PD
css_submodel,Current cash-loan behaviour,act_ccss_n_statB,0.24648310578089389,0.24648310578089389,0.24648310578089389,0.24648310578089389,0.0,1,0.020386448874379726,mostly increases PD
css_submodel,Historical arrears behaviour,agr6_Min_CMaxA_Due,0.24620236421021138,0.24620236421021138,0.24620236421021138,0.24620236421021138,0.0,1,0.020363228931335353,mostly increases PD
css_submodel,Current customer state,act_loaninc,0.2032072308936756,0.2032072308936756,0.2032072308936756,0.2032072308936756,0.0,1,0.016807130900081804,mostly increases PD
css_submodel,Other,act3_n_arrears_days,0.1980108328827568,0.1980108328827568,0.1980108328827568,0.1980108328827568,0.0,1,0.016377340379368818,mostly increases PD
css_submodel,Historical arrears behaviour,ags12_Min_CMaxA_Days,0.18524151302935069,-0.18524151302935069,0.18524151302935069,0.0,0.18524151302935069,1,0.0153211986794039,mostly decreases PD
css_submodel,Current cash-loan behaviour,act_ccss_min_seniority,0.1823612391455816,0.1823612391455816,0.1823612391455816,0.1823612391455816,0.0,1,0.015082973199042313,mostly increases PD
css_submodel,Application profile,app_char_cars,0.1616077014005877,0.1616077014005877,0.1616077014005877,0.1616077014005877,0.0,1,0.013366462305281804,mostly increases PD
css_submodel,Historical arrears behaviour,agr12_Min_CMaxI_Days,0.1543008916174078,-0.1543008916174078,0.1543008916174078,0.0,0.1543008916174078,1,0.012762121072207479,mostly decreases PD
css_submodel,Other,act12_n_arrears_days,0.14900512332865926,-0.14900512332865926,0.14900512332865926,0.0,0.14900512332865926,1,0.012324111703869253,mostly decreases PD
css_submodel,Historical arrears behaviour,ags3_Max_CMaxA_Days,0.1441954017842593,-0.1441954017842593,0.1441954017842593,0.0,0.1441954017842593,1,0.011926302928885402,mostly decreases PD
css_submodel,Historical arrears behaviour,ags12_Min_CMaxI_Days,0.13352946696030868,0.13352946696030868,0.13352946696030868,0.13352946696030868,0.0,1,0.01104413076419666,mostly increases PD
css_submodel,Historical arrears behaviour,ags12_Max_CMaxA_Due,0.1263990211531603,0.1263990211531603,0.1263990211531603,0.1263990211531603,0.0,1,0.010454376474796457,mostly increases PD
css_submodel,Current instalment-loan behaviour,act_cins_utl,0.11851695456917434,0.11851695456917434,0.11851695456917434,0.11851695456917434,0.0,1,0.009802456145693958,mostly increases PD
css_submodel,Historical arrears behaviour,agr6_Mean_CMaxA_Days,0.11145187202163118,0.11145187202163118,0.11145187202163118,0.11145187202163118,0.0,1,0.009218108006731464,mostly increases PD
css_submodel,Current instalment-loan behaviour,act_cins_maxdue,0.10623104216085323,0.10623104216085323,0.10623104216085323,0.10623104216085323,0.0,1,0.008786296744448857,mostly increases PD
css_submodel,Historical arrears behaviour,ags9_Mean_CMaxI_Days,0.09621404042747765,-0.09621404042747765,0.09621404042747765,0.0,0.09621404042747765,1,0.007957797391257635,mostly decreases PD
css_submodel,Historical arrears behaviour,ags3_Max_CMaxI_Days,0.08502608188260888,0.08502608188260888,0.08502608188260888,0.08502608188260888,0.0,1,0.007032449002121397,mostly increases PD
css_submodel,Historical arrears behaviour,agr9_Max_CMaxI_Days,0.08097778438589323,0.08097778438589323,0.08097778438589323,0.08097778438589323,0.0,1,0.006697617088657776,mostly increases PD
css_submodel,Current cash-loan behaviour,act_ccss_seniority,0.08066024055541592,-0.08066024055541592,0.08066024055541592,0.0,0.08066024055541592,1,0.006671353255909924,mostly decreases PD
css_submodel,Historical arrears behaviour,ags12_Max_CMaxI_Days,0.07612088757980093,0.07612088757980093,0.07612088757980093,0.07612088757980093,0.0,1,0.006295906480087482,mostly increases PD
css_submodel,Historical arrears behaviour,ags9_Mean_CMaxC_Due,0.07525737750842458,0.07525737750842458,0.07525737750842458,0.07525737750842458,0.0,1,0.00622448615346163,mostly increases PD
css_submodel,Current instalment-loan behaviour,act_cins_n_loans_act,0.06891216004673754,-0.06891216004673754,0.06891216004673754,0.0,0.06891216004673754,1,0.005699677562748346,mostly decreases PD
css_submodel,Historical arrears behaviour,agr12_Min_CMaxA_Due,0.06834551110271274,-0.06834551110271274,0.06834551110271274,0.0,0.06834551110271274,1,0.00565281041665943,mostly decreases PD
css_submodel,Historical arrears behaviour,ags12_Max_CMaxA_Days,0.0645101786173343,-0.0645101786173343,0.0645101786173343,0.0,0.0645101786173343,1,0.005335592693433726,mostly decreases PD
css_submodel,Current cash-loan behaviour,act_ccss_dueutl,0.06178206348033769,0.06178206348033769,0.06178206348033769,0.06178206348033769,0.0,1,0.005109952158811277,mostly increases PD
css_submodel,Current cash-loan behaviour,act_ccss_cc,0.061707717069767534,-0.061707717069767534,0.061707717069767534,0.0,0.061707717069767534,1,0.005103803018109401,mostly decreases PD
css_submodel,Historical arrears behaviour,agr6_Mean_CMaxI_Due,0.061425216120894396,-0.061425216120894396,0.061425216120894396,0.0,0.061425216120894396,1,0.005080437558099799,mostly decreases PD
css_submodel,Historical arrears behaviour,agr9_Min_CMaxA_Due,0.06061239427587051,0.06061239427587051,0.06061239427587051,0.06061239427587051,0.0,1,0.0050132096199615615,mostly increases PD
css_submodel,Historical arrears behaviour,agr12_Max_CMaxA_Due,0.059014486465643466,0.059014486465643466,0.059014486465643466,0.059014486465643466,0.0,1,0.004881047759310053,mostly increases PD
css_submodel,Historical arrears behaviour,ags9_Min_CMaxI_Due,0.05786698970762521,0.05786698970762521,0.05786698970762521,0.05786698970762521,0.0,1,0.004786139088321256,mostly increases PD
css_submodel,Historical arrears behaviour,ags3_Mean_CMaxC_Days,0.057749715268961194,0.057749715268961194,0.057749715268961194,0.057749715268961194,0.0,1,0.004776439399815136,mostly increases PD
css_submodel,Other,act12_n_good_days,0.057670621366966275,-0.057670621366966275,0.057670621366966275,0.0,0.057670621366966275,1,0.004769897597348853,mostly decreases PD
css_submodel,Current instalment-loan behaviour,act_cins_n_statB,0.05481760878378083,-0.05481760878378083,0.05481760878378083,0.0,0.05481760878378083,1,0.004533926880488547,mostly decreases PD
css_submodel,Current instalment-loan behaviour,act_cins_n_loan,0.04872856825803398,-0.04872856825803398,0.04872856825803398,0.0,0.04872856825803398,1,0.004030306508703267,mostly decreases PD
css_submodel,Historical arrears behaviour,agr6_Max_CMaxC_Days,0.04128137236557083,-0.04128137236557083,0.04128137236557083,0.0,0.04128137236557083,1,0.0034143540366740085,mostly decreases PD
css_submodel,Historical arrears behaviour,agr12_Mean_CMaxI_Days,0.03779111956918959,-0.03779111956918959,0.03779111956918959,0.0,0.03779111956918959,1,0.0031256776181963148,mostly decreases PD
css_submodel,Historical arrears behaviour,ags9_Min_CMaxI_Days,0.03240764142422803,0.03240764142422803,0.03240764142422803,0.03240764142422803,0.0,1,0.0026804138277190903,mostly increases PD
css_submodel,Current cash-loan behaviour,act_ccss_min_pninst,0.027987520465036084,-0.027987520465036084,0.027987520465036084,0.0,0.027987520465036084,1,0.002314828650318564,mostly decreases PD
css_submodel,Historical arrears behaviour,agr6_Mean_CMaxC_Days,0.027311672907992215,0.027311672907992215,0.027311672907992215,0.027311672907992215,0.0,1,0.0022589297617318666,mostly increases PD
css_submodel,Historical arrears behaviour,ags3_Mean_CMaxA_Days,0.025701918947487155,-0.025701918947487155,0.025701918947487155,0.0,0.025701918947487155,1,0.0021257881141037373,mostly decreases PD
css_submodel,Current instalment-loan behaviour,act_cins_cc,0.024731207913542576,-0.024731207913542576,0.024731207913542576,0.0,0.024731207913542576,1,0.0020455012692807955,mostly decreases PD
css_submodel,Historical arrears behaviour,agr12_Mean_CMaxA_Days,0.015024780063754935,0.015024780063754935,0.015024780063754935,0.015024780063754935,0.0,1,0.001242689269303595,mostly increases PD
css_submodel,Historical arrears behaviour,agr12_Mean_CMaxC_Days,0.010920439528983871,-0.010920439528983871,0.010920439528983871,0.0,0.010920439528983871,1,0.000903222074543667,mostly decreases PD
css_submodel,Historical arrears behaviour,ags6_Mean_CMaxI_Days,0.009879071924255264,-0.009879071924255264,0.009879071924255264,0.0,0.009879071924255264,1,0.0008170912731405607,mostly decreases PD
css_submodel,Historical arrears behaviour,ags9_Max_CMaxI_Due,0.009279689632905985,0.009279689632905985,0.009279689632905985,0.009279689632905985,0.0,1,0.0007675167743119767,mostly increases PD
css_submodel,Historical arrears behaviour,agr6_Max_CMaxI_Days,0.00808166522294979,0.00808166522294979,0.00808166522294979,0.00808166522294979,0.0,1,0.0006684289958354201,mostly increases PD
css_submodel,Historical arrears behaviour,ags12_Mean_CMaxC_Days,0.006187284580120763,-0.006187284580120763,0.006187284580120763,0.0,0.006187284580120763,1,0.0005117460702397862,mostly decreases PD
css_submodel,Historical arrears behaviour,agr6_Min_CMaxI_Days,0.002941111939178749,-0.002941111939178749,0.002941111939178749,0.0,0.002941111939178749,1,0.00024325735425938095,mostly decreases PD
css_submodel,Historical arrears behaviour,agr6_Min_CMaxI_Due,0.0019739581127776254,0.0019739581127776254,0.0019739581127776254,0.0019739581127776254,0.0,1,0.00016326472363619292,mostly increases PD
css_submodel,Historical arrears behaviour,ags12_Min_CMaxA_Due,0.001849837109812443,-0.001849837109812443,0.001849837109812443,0.0,0.001849837109812443,1,0.00015299876048561594,mostly decreases PD
css_submodel,Application affordability,app_installment,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Application affordability,app_n_installments,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Current customer state,act_cus_active,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Current instalment-loan behaviour,act_cins_min_pninst,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Current instalment-loan behaviour,act_cins_n_statC,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr12_Max_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr12_Max_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr12_Min_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr3_Max_CMaxC_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr3_Min_CMaxA_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr3_Min_CMaxI_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr9_Max_CMaxA_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,agr9_Min_CMaxC_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags12_Mean_CMaxI_Due,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
css_submodel,Historical arrears behaviour,ags3_Max_CMaxC_Days,0.0,0.0,0.0,0.0,0.0,0,0.0,mixed / neutral
