Variable,Condition,BR,Share,All,Bad,Good,Logit,GRP,Type,Bad share,Good share,Infomration Value,Share test,Bad share test,Population Stability Index_x,Population Stability Index for bads_x,Gini train,Gini test,R. Gini,Population Stability Index_y,Population Stability Index for bads_y
act_ccss_n_statC,act_ccss_n_statC < 1.5,0.651890482398957,0.5762584522915102,2301,1500,801,0.6273593818446694,0,INT,0.7371007371007371,0.4090909090909091,0.1930923034030695,0.4312796208530806,0.5589041095890411,0.04200635318959178,0.0493076128529476,0.4213555927549799,0.4082134584036377,0.03119012676540992,0.142999048036378,0.1692973670323071
act_ccss_n_statC,1.5 <= act_ccss_n_statC < 6.5,0.6203007518796992,0.1332331580265464,532,330,202,0.4908247650401958,1,INT,0.1621621621621622,0.1031664964249234,0.02666016030921671,0.2227488151658768,0.3150684931506849,0.04597905836545053,0.1015136083257855,0.4213555927549799,0.4082134584036377,0.03119012676540992,0.142999048036378,0.1692973670323071
act_ccss_n_statC,act_ccss_n_statC = Missing,0.3531157270029673,0.0843976959679439,337,119,218,-0.6053711880572694,2,INT,0.05847665847665848,0.1113381001021451,0.03399693663762941,0.1078199052132701,0.09315068493150686,0.005730596376817579,0.01612186564178066,0.4213555927549799,0.4082134584036377,0.03119012676540992,0.142999048036378,0.1692973670323071
act_ccss_n_statC,6.5 <= act_ccss_n_statC < 10.5,0.2697674418604651,0.05384422739794641,215,58,157,-0.9958017076079163,3,INT,0.0285012285012285,0.08018386108273749,0.0533426242913876,0.02251184834123223,0.02191780821917808,0.02724277213796816,0.001722210112628724,0.4213555927549799,0.4082134584036377,0.03119012676540992,0.142999048036378,0.1692973670323071
act_ccss_n_statC,10.500 <= act_ccss_n_statC,0.04605263157894737,0.1522664663160531,608,28,580,-3.030820194356845,4,INT,0.01375921375921376,0.296220633299285,0.8650357878935142,0.2156398104265403,0.01095890410958904,0.02204026796654992,0.0006320700991646048,0.4213555927549799,0.4082134584036377,0.03119012676540992,0.142999048036378,0.1692973670323071
agr12_Mean_CMaxC_Days,agr12_Mean_CMaxC_Days < 14.375,0.741871921182266,0.2541948409717005,1015,753,262,1.055720475161596,0,INT,0.37002457002457,0.1338100102145046,0.2401526382286333,0.283175355450237,0.473972602739726,0.00312772280774244,0.02572930599402069,0.4106388959300094,0.4512197214516545,0.09882362806800901,0.02078944904696788,0.07963624764651486
agr12_Mean_CMaxC_Days,14.375 <= agr12_Mean_CMaxC_Days < 14.542,0.5658914728682171,0.03230653643876785,129,73,56,0.2651073345626259,1,INT,0.03587223587223587,0.02860061287027579,0.001642142901775743,0.02725118483412322,0.02191780821917808,0.0008573891249132626,0.006850170271112078,0.4106388959300094,0.4512197214516545,0.09882362806800901,0.02078944904696788,0.07963624764651486
agr12_Mean_CMaxC_Days,agr12_Mean_CMaxC_Days = Missing,0.5283198476915755,0.5261707988980716,2101,1110,991,0.1134007491583095,2,INT,0.5454545454545454,0.5061287027579162,0.002942133152949793,0.462085308056872,0.4246575342465753,0.008321500774844625,0.03023359460392962,0.4106388959300094,0.4512197214516545,0.09882362806800901,0.02078944904696788,0.07963624764651486
agr12_Mean_CMaxC_Days,14.542 <= agr12_Mean_CMaxC_Days < 14.708,0.2616822429906542,0.05359378913097922,214,56,158,-1.037242189490318,3,INT,0.02751842751842752,0.08069458631256383,0.05708071123499456,0.05924170616113744,0.03835616438356165,0.0005648765943641089,0.003587678801485846,0.4106388959300094,0.4512197214516545,0.09882362806800901,0.02078944904696788,0.07963624764651486
agr12_Mean_CMaxC_Days,14.708 <= agr12_Mean_CMaxC_Days,0.08052434456928839,0.1337340345604808,534,43,491,-2.435241890188234,4,INT,0.02113022113022113,0.2507660878447395,0.5670843010250456,0.1682464454976303,0.0410958904109589,0.007917959745103448,0.01323549797596662,0.4106388959300094,0.4512197214516545,0.09882362806800901,0.02078944904696788,0.07963624764651486
agr6_Mean_CMaxA_Days,agr6_Mean_CMaxA_Days < 14.417,0.7398485891259463,0.3638868019033308,1453,1075,378,1.045181573415197,0,INT,0.5282555282555282,0.1930541368743616,0.3373067575516778,0.3210900473933649,0.4958904109589041,0.005353215457512273,0.002045890084203639,0.4050025975460092,0.3750679211828296,0.07391230709274388,0.01611382921776126,0.01813935017871799
agr6_Mean_CMaxA_Days,14.417 <= agr6_Mean_CMaxA_Days < 14.583,0.5783582089552238,0.06711745554720762,268,155,113,0.3160370584126275,1,INT,0.07616707616707617,0.05771195097037794,0.005112915323730762,0.05805687203791469,0.07671232876712329,0.001311872093658953,3.884280256872329e-06,0.4050025975460092,0.3750679211828296,0.07391230709274388,0.01611382921776126,0.01813935017871799
agr6_Mean_CMaxA_Days,14.583 <= agr6_Mean_CMaxA_Days < 14.75,0.3961661341853035,0.07838717756073128,313,124,189,-0.4214651721037069,2,INT,0.06093366093366093,0.0965270684371808,0.01635279962075533,0.09123222748815166,0.07397260273972603,0.001946904199538042,0.002524602517211323,0.4050025975460092,0.3750679211828296,0.07391230709274388,0.01611382921776126,0.01813935017871799
agr6_Mean_CMaxA_Days,agr6_Mean_CMaxA_Days = Missing,0.3894582723279649,0.3420986726771851,1366,532,834,-0.4495898449512648,3,INT,0.2614250614250614,0.4259448416751788,0.08028803612319403,0.3459715639810427,0.2465753424657534,4.3585918911781e-05,0.0008680707196218256,0.4050025975460092,0.3750679211828296,0.07391230709274388,0.01611382921776126,0.01813935017871799
agr6_Mean_CMaxA_Days,14.750 <= agr6_Mean_CMaxA_Days,0.2512647554806071,0.1485098923115452,593,149,444,-1.091877810571251,4,INT,0.07321867321867322,0.2267620020429009,0.173431271865874,0.1836492890995261,0.1068493150684932,0.007458251548140209,0.01269690257742433,0.4050025975460092,0.3750679211828296,0.07391230709274388,0.01611382921776126,0.01813935017871799
agr6_Mean_CMaxC_Days,agr6_Mean_CMaxC_Days < 14.25,0.7512908777969018,0.2910092662158778,1162,873,289,1.105508636253999,0,INT,0.428992628992629,0.1475995914198161,0.3001035333869136,0.2808056872037915,0.4383561643835616,0.0003640606554512978,0.0002021308781736219,0.3971015402067497,0.3810106672005034,0.04052080230630352,0.02222943627788453,0.04369742452719287
agr6_Mean_CMaxC_Days,14.25 <= agr6_Mean_CMaxC_Days < 14.583,0.5478036175710594,0.09691960931630353,387,212,175,0.1918002010180921,1,INT,0.1041769041769042,0.08937691521961184,0.002265423054584122,0.08175355450236967,0.1095890410958904,0.002577947018463089,0.0002738517598337131,0.3971015402067497,0.3810106672005034,0.04052080230630352,0.02222943627788453,0.04369742452719287
agr6_Mean_CMaxC_Days,agr6_Mean_CMaxC_Days = Missing,0.4597156398104265,0.4227397946406211,1688,776,912,-0.1614874506742584,2,INT,0.3813267813267813,0.4657814096016343,0.016891956569648,0.3886255924170616,0.3123287671232877,0.002869676268827531,0.01376803012146552,0.3971015402067497,0.3810106672005034,0.04052080230630352,0.02222943627788453,0.04369742452719287
agr6_Mean_CMaxC_Days,14.583 <= agr6_Mean_CMaxC_Days < 14.75,0.3215686274509804,0.0638617580766341,255,82,173,-0.7465717057565893,3,INT,0.0402948402948403,0.08835546475995915,0.03766978004884029,0.08056872037914692,0.0547945205479452,0.003877109922675796,0.004447218307713797,0.3971015402067497,0.3810106672005034,0.04052080230630352,0.02222943627788453,0.04369742452719287
agr6_Mean_CMaxC_Days,14.750 <= agr6_Mean_CMaxC_Days,0.1836327345309381,0.1254695717505635,501,92,409,-1.491925736536578,4,INT,0.04520884520884521,0.2088866189989786,0.2502253353663168,0.1682464454976303,0.08493150684931507,0.01254064241246681,0.02500619346000622,0.3971015402067497,0.3810106672005034,0.04052080230630352,0.02222943627788453,0.04369742452719287
ags3_Mean_CMaxA_Days,ags3_Mean_CMaxA_Days < 14.167,0.7265275707898659,0.3360881542699725,1342,975,367,0.9770754530278473,0,INT,0.4791154791154791,0.1874361593462717,0.2736473167569909,0.2867298578199052,0.4410958904109589,0.007837197975953166,0.003142751498609513,0.3921830178214245,0.3648411359281609,0.0697171490115703,0.0203291455745466,0.03328309279112374
ags3_Mean_CMaxA_Days,14.167 <= ags3_Mean_CMaxA_Days < 14.583,0.6182212581344902,0.1154520410718758,461,285,176,0.4820049679259734,1,INT,0.14004914004914,0.0898876404494382,0.02222329039931123,0.1042654028436019,0.1095890410958904,0.001139054495820203,0.007464481127880277,0.3921830178214245,0.3648411359281609,0.0697171490115703,0.0203291455745466,0.03328309279112374
ags3_Mean_CMaxA_Days,14.583 <= ags3_Mean_CMaxA_Days < 14.833,0.4590818363273453,0.1254695717505635,501,230,271,-0.1640394461776132,2,INT,0.113022113022113,0.1384065372829418,0.005139067646230957,0.1623222748815166,0.1589041095890411,0.009483660522814102,0.01562108397334477,0.3921830178214245,0.3648411359281609,0.0697171490115703,0.0203291455745466,0.03328309279112374
ags3_Mean_CMaxA_Days,14.833 <= ags3_Mean_CMaxA_Days,0.3415061295971979,0.143000250438267,571,195,376,-0.6565893379631779,3,INT,0.09582309582309582,0.1920326864147089,0.0668309745120196,0.1587677725118483,0.1232876712328767,0.001648128628757022,0.006915151977430716,0.3921830178214245,0.3648411359281609,0.0697171490115703,0.0203291455745466,0.03328309279112374
ags3_Mean_CMaxA_Days,ags3_Mean_CMaxA_Days = Missing,0.3130590339892665,0.2799899824693213,1118,350,768,-0.7858564231582927,4,INT,0.171990171990172,0.3922369765066394,0.1815059442598597,0.287914691943128,0.1671232876712329,0.0002211039512021069,0.0001396242138584609,0.3921830178214245,0.3648411359281609,0.0697171490115703,0.0203291455745466,0.03328309279112374
act3_n_good_days,2.500 <= act3_n_good_days,0.7116704805491991,0.1094415226646632,437,311,126,0.903510533120634,0,INT,0.1528255528255528,0.06435137895812053,0.07644523361073391,0.09360189573459715,0.1506849315068493,0.00247391623129458,3.017568208678538e-05,0.389750108544797,0.3606657705836931,0.07462304005429415,0.01976619173023408,0.02055158504129299
act3_n_good_days,1.5 <= act3_n_good_days < 2.5,0.7114583333333333,0.2404207362885049,960,683,277,0.9024771387855601,1,INT,0.3356265356265356,0.1414708886618999,0.1676526973280947,0.2132701421800948,0.2986301369863014,0.003252040959574951,0.004319563823061043,0.389750108544797,0.3606657705836931,0.07462304005429415,0.01976619173023408,0.02055158504129299
act3_n_good_days,0.5 <= act3_n_good_days < 1.5,0.552319309600863,0.2321562734785875,927,512,415,0.2100460591574641,2,INT,0.2515970515970516,0.2119509703779367,0.006795319133462735,0.2582938388625592,0.2821917808219178,0.002787402476929911,0.00350967533201778,0.389750108544797,0.3606657705836931,0.07462304005429415,0.01976619173023408,0.02055158504129299
act3_n_good_days,act3_n_good_days < 0.5,0.3674293405114401,0.1860756323566241,743,273,470,-0.5432607459847802,3,INT,0.1341523341523342,0.2400408580183861,0.06157465733459917,0.1599526066350711,0.1095890410958904,0.003949486327831158,0.004963545314771449,0.389750108544797,0.3606657705836931,0.07462304005429415,0.01976619173023408,0.02055158504129299
act3_n_good_days,act3_n_good_days = Missing,0.2764578833693305,0.2319058352116203,926,256,670,-0.9621000265342458,4,INT,0.1257985257985258,0.3421859039836568,0.2164241927566833,0.2748815165876777,0.1589041095890411,0.007303345734603479,0.007728624889355929,0.389750108544797,0.3606657705836931,0.07462304005429415,0.01976619173023408,0.02055158504129299
act_cins_min_seniority,16.5 <= act_cins_min_seniority < 31.5,0.7133333333333334,0.2629601803155522,1050,749,301,0.911628520053825,0,INT,0.368058968058968,0.1537282941777324,0.1870416243452908,0.2298578199052133,0.3726027397260274,0.004451834764646509,5.573542164358413e-05,0.3873771812484783,0.4523293390911429,0.1676716156417119,0.08152339716574526,0.0624670742334084
act_cins_min_seniority,act_cins_min_seniority < 16.5,0.5806451612903226,0.1940896568995742,775,450,325,0.3254223149645651,1,INT,0.2211302211302211,0.1659856996935649,0.01580993239437348,0.1291469194312796,0.1424657534246575,0.02643887782156717,0.03456521140147296,0.3873771812484783,0.4523293390911429,0.1676716156417119,0.08152339716574526,0.0624670742334084
act_cins_min_seniority,31.5 <= act_cins_min_seniority < 55.5,0.5484210526315789,0.237916353618833,950,521,429,0.1942930816637053,2,INT,0.256019656019656,0.2191011235955056,0.005746556403715805,0.2061611374407583,0.2684931506849315,0.004547231384397997,0.000593152616975326,0.3873771812484783,0.4523293390911429,0.1676716156417119,0.08152339716574526,0.0624670742334084
act_cins_min_seniority,act_cins_min_seniority = Missing,0.4444444444444444,0.02930127723516153,117,52,65,-0.2231431666994909,3,INT,0.02555282555282555,0.03319713993871297,0.001993773123166065,0.04383886255924171,0.05205479452054795,0.005840635742295782,0.01880480046114393,0.3873771812484783,0.4523293390911429,0.1676716156417119,0.08152339716574526,0.0624670742334084
act_cins_min_seniority,55.500 <= act_cins_min_seniority,0.2388737511353315,0.275732531930879,1101,263,838,-1.158863807407989,4,INT,0.1292383292383292,0.4279877425944842,0.3575721279078514,0.3909952606635071,0.1643835616438356,0.0402448174528378,0.00844817433217261,0.3873771812484783,0.4523293390911429,0.1676716156417119,0.08152339716574526,0.0624670742334084
act_ccss_dueutl,0.023 <= act_ccss_dueutl,0.8567774936061381,0.0979213623841723,391,335,56,1.788777353884644,0,INT,0.1646191646191646,0.02860061287027579,0.2376684138496503,0.1054502369668247,0.2136986301369863,0.0005571486217494202,0.0127995614272006,0.3868960705528632,0.4558183430091229,0.1781415674699714,0.004948734140416314,0.02671623249242052
act_ccss_dueutl,0.009 <= act_ccss_dueutl < 0.023,0.770764119601329,0.1507638367142499,602,464,138,1.21263035794885,1,INT,0.228009828009828,0.07048008171603677,0.1847948748620897,0.1374407582938389,0.252054794520548,0.001231817047503105,0.002409689116580128,0.3868960705528632,0.4558183430091229,0.1781415674699714,0.004948734140416314,0.02671623249242052
act_ccss_dueutl,act_ccss_dueutl < 0.003,0.4806149732620321,0.3746556473829201,1496,719,777,-0.07757898226467237,2,INT,0.3533169533169533,0.3968335035750766,0.005053152198873754,0.3969194312796209,0.3178082191780822,0.001284865637099871,0.003759871026106308,0.3868960705528632,0.4558183430091229,0.1781415674699714,0.004948734140416314,0.02671623249242052
act_ccss_dueutl,act_ccss_dueutl = Missing,0.3655430711610487,0.3343350864012021,1335,488,847,-0.5513852019446429,3,INT,0.2398034398034398,0.4325842696629214,0.1136966940297277,0.3258293838862559,0.2082191780821918,0.0002191243768401176,0.004458595296187042,0.3868960705528632,0.4558183430091229,0.1781415674699714,0.004948734140416314,0.02671623249242052
act_ccss_dueutl,0.003 <= act_ccss_dueutl < 0.009,0.1715976331360947,0.04232406711745555,169,29,140,-1.574343858638373,4,INT,0.01425061425061425,0.07150153217568948,0.09202075875226705,0.03436018957345972,0.00821917808219178,0.0016557784572238,0.003288515626346443,0.3868960705528632,0.4558183430091229,0.1781415674699714,0.004948734140416314,0.02671623249242052
ags3_Mean_CMaxC_Days,ags3_Mean_CMaxC_Days < 13.833,0.7612655800575263,0.2612071124467819,1043,794,249,1.15963028912066,0,INT,0.3901719901719902,0.127170582226762,0.2947005778801744,0.2251184834123223,0.3479452054794521,0.005363687762327842,0.004835453916457271,0.3809583564435455,0.3084965824920638,0.1902091730654026,0.016999759709203,0.03498878653147094
ags3_Mean_CMaxC_Days,13.833 <= ags3_Mean_CMaxC_Days < 14.167,0.6792452830188679,0.07963936889556725,318,216,102,0.7503050769710735,1,INT,0.1061425061425061,0.05209397344228805,0.03841538581818972,0.07464454976303317,0.1150684931506849,0.0003231005178036612,0.0007200766794845648,0.3809583564435455,0.3084965824920638,0.1902091730654026,0.016999759709203,0.03498878653147094
ags3_Mean_CMaxC_Days,14.167 <= ags3_Mean_CMaxC_Days < 14.583,0.5789473684210527,0.09992486851990984,399,231,168,0.3184535687809557,2,INT,0.1135135135135135,0.08580183861082738,0.007748107357227162,0.09597156398104266,0.1095890410958904,0.0001594188571879356,0.0001379569504789498,0.3809583564435455,0.3084965824920638,0.1902091730654026,0.016999759709203,0.03498878653147094
ags3_Mean_CMaxC_Days,ags3_Mean_CMaxC_Days = Missing,0.3651389932381668,0.3333333333333333,1331,486,845,-0.5531279160385727,3,INT,0.2388206388206388,0.4315628192032687,0.1140095690918266,0.3258293838862559,0.2082191780821918,0.0001708064076067104,0.004194237068430789,0.3809583564435455,0.3084965824920638,0.1902091730654026,0.016999759709203,0.03498878653147094
ags3_Mean_CMaxC_Days,14.583 <= ags3_Mean_CMaxC_Days,0.3414634146341464,0.2258953168044077,902,308,594,-0.6567793800639526,4,INT,0.1513513513513514,0.303370786516854,0.1056566831836255,0.278436018957346,0.2191780821917808,0.01098274616427685,0.02510106191661936,0.3809583564435455,0.3084965824920638,0.1902091730654026,0.016999759709203,0.03498878653147094
act_ccss_min_seniority,4.5 <= act_ccss_min_seniority < 16.5,0.7533081285444234,0.2649636864512898,1058,797,261,1.116334013796339,0,INT,0.3916461916461916,0.1332992849846782,0.2783086968898039,0.2464454976303317,0.3753424657534247,0.001341153387450542,0.0006930537910851354,0.3463417266277329,0.3191237452455173,0.07858706961829905,0.05013097894302458,0.05839077342539528
act_ccss_min_seniority,16.5 <= act_ccss_min_seniority < 33.5,0.5289256198347108,0.09090909090909091,363,192,171,0.1158317515631687,1,INT,0.09434889434889435,0.08733401430030643,0.0005413698679239088,0.04146919431279621,0.04383561643835616,0.03874110445645969,0.0386595082317007,0.3463417266277329,0.3191237452455173,0.07858706961829905,0.05013097894302458,0.05839077342539528
act_ccss_min_seniority,act_ccss_min_seniority < 4.5,0.4636363636363636,0.3856749311294766,1540,714,826,-0.1457117921907491,2,INT,0.3508599508599509,0.4218590398365679,0.01308059742098974,0.4052132701421801,0.3835616438356164,0.0009653142095395784,0.002913358230518057,0.3463417266277329,0.3191237452455173,0.07858706961829905,0.05013097894302458,0.05839077342539528
act_ccss_min_seniority,act_ccss_min_seniority = Missing,0.3531157270029673,0.0843976959679439,337,119,218,-0.6053711880572694,3,INT,0.05847665847665848,0.1113381001021451,0.03399693663762941,0.1078199052132701,0.09315068493150686,0.005730596376817579,0.01612186564178066,0.3463417266277329,0.3191237452455173,0.07858706961829905,0.05013097894302458,0.05839077342539528
act_ccss_min_seniority,33.500 <= act_ccss_min_seniority,0.3064748201438849,0.1740545955421988,695,213,482,-0.8166516863265754,4,INT,0.1046683046683047,0.2461695607763023,0.1209376457421605,0.1990521327014218,0.1041095890410959,0.003352810512757189,2.987530310733614e-06,0.3463417266277329,0.3191237452455173,0.07858706961829905,0.05013097894302458,0.05839077342539528
