Variable,Condition,BR,Share,All,Bad,Good,Logit,GRP,Type,Bad share,Good share,Infomration Value,Share test,Bad share test,Population Stability Index,Population Stability Index for bads,Beta,FBeta,Score
act_cins_n_loan,0.5 <= act_cins_n_loan < 1.5,0.46345101939333666,0.5036313548710243,2011,932,1079,-0.14645713595481352,2,INT,0.45798525798525797,0.5510725229826353,0.01722045046945331,0.4774881516587678,0.4328767123287671,0.0013932849234746865,0.0014154032476927723,0.11488778690286519,0.02696980116392025,5.0
act_cins_min_seniority,16.5 <= act_cins_min_seniority < 31.5,0.7133333333333334,0.26296018031555224,1050,749,301,0.911628520053825,0,INT,0.36805896805896804,0.15372829417773237,0.18704162434529079,0.22985781990521326,0.3726027397260274,0.004451834764646509,5.573542164358413e-05,0.2536525599124835,0.2312369078008815,4.0
act_cins_min_seniority,act_cins_min_seniority < 16.5,0.5806451612903226,0.19408965689957425,775,450,325,0.32542231496456514,1,INT,0.22113022113022113,0.16598569969356486,0.015809932394373484,0.12914691943127962,0.14246575342465753,0.026438877821567175,0.03456521140147296,0.2536525599124835,0.2312369078008815,8.0
act_cins_min_seniority,31.5 <= act_cins_min_seniority < 55.5,0.5484210526315789,0.23791635361883295,950,521,429,0.19429308166370532,2,INT,0.25601965601965604,0.21910112359550563,0.0057465564037158055,0.20616113744075829,0.2684931506849315,0.0045472313843979975,0.000593152616975326,0.2536525599124835,0.2312369078008815,9.0
act_cins_min_seniority,act_cins_min_seniority = Missing,0.4444444444444444,0.029301277235161533,117,52,65,-0.22314316669949089,3,INT,0.025552825552825554,0.03319713993871297,0.0019937731231660654,0.04383886255924171,0.052054794520547946,0.0058406357422957815,0.018804800461143925,0.2536525599124835,0.2312369078008815,12.0
act_cins_min_seniority,55.500 <= act_cins_min_seniority,0.23887375113533152,0.27573253193087904,1101,263,838,-1.158863807407989,4,INT,0.12923832923832923,0.4279877425944842,0.35757212790785137,0.3909952606635071,0.1643835616438356,0.0402448174528378,0.00844817433217261,0.2536525599124835,0.2312369078008815,19.0
act_cins_n_statC,0.5 <= act_cins_n_statC < 1.5,0.5705939629990263,0.2572001001753068,1027,586,441,0.28427485802127234,0,INT,0.28796068796068797,0.22522982635342187,0.015407073253914579,0.18364928909952608,0.19726027397260273,0.024762413302035668,0.03429748353472785,0.23180694202970684,0.06589688553384022,4.0
act_cins_n_statC,act_cins_n_statC < 0.5,0.5196374622356495,0.08289506636614075,331,172,159,0.07859022705778146,1,INT,0.08452088452088452,0.08120531154239019,0.00013252262654304294,0.04383886255924171,0.04657534246575343,0.02483904199486854,0.022576272140163892,0.23180694202970684,0.06589688553384022,5.0
act_cins_n_statC,1.5 <= act_cins_n_statC < 2.5,0.5138888888888888,0.23441021788129227,936,481,455,0.05556983927480133,2,INT,0.23636363636363636,0.2323799795709908,6.768363042655899e-05,0.21919431279620852,0.23013698630136986,0.0010207504465568184,0.00016615993143288813,0.23180694202970684,0.06589688553384022,5.0
act_cins_n_statC,2.500 <= act_cins_n_statC,0.47029077117572693,0.3961933383420987,1582,744,838,-0.11897705057213316,3,INT,0.3656019656019656,0.4279877425944842,0.009826351330237898,0.509478672985782,0.473972602739726,0.02848328212283384,0.02812670809053103,0.23180694202970684,0.06589688553384022,6.0
act_cins_n_statC,act_cins_n_statC = Missing,0.4444444444444444,0.029301277235161533,117,52,65,-0.22314316669949089,4,INT,0.025552825552825554,0.03319713993871297,0.0019937731231660654,0.04383886255924171,0.052054794520547946,0.0058406357422957815,0.018804800461143925,0.23180694202970684,0.06589688553384022,7.0
act_cins_n_statB,1.500 <= act_cins_n_statB,0.5263157894736842,0.06661657901327322,266,140,126,0.10536043629280684,0,INT,0.0687960687960688,0.06435137895812053,0.0002964074527701951,0.07227488151658767,0.06301369863013699,0.00046061873167201257,0.0005068899688224223,-5.401092149578136,-0.5690614253372063,4.0
act_cins_n_statB,act_cins_n_statB < 0.5,0.5122885413341844,0.7846230904082144,3133,1605,1528,0.04916406269792034,1,INT,0.7886977886977887,0.780388151174668,8.80027270790348e-05,0.7701421800947867,0.7506849315068493,0.0002697202694710935,0.0018774841084635257,-5.401092149578136,-0.5690614253372063,-5.0
act_cins_n_statB,0.5 <= act_cins_n_statB < 1.5,0.4989517819706499,0.11945905334335086,477,238,239,-0.004192876502011346,2,INT,0.11695331695331695,0.12206332992849847,0.00021834772624328735,0.11374407582938388,0.13424657534246576,0.00027992338918939795,0.002382895361114138,-5.401092149578136,-0.5690614253372063,-13.0
act_cins_n_statB,act_cins_n_statB = Missing,0.4444444444444444,0.029301277235161533,117,52,65,-0.22314316669949089,3,INT,0.025552825552825554,0.03319713993871297,0.0019937731231660654,0.04383886255924171,0.052054794520547946,0.0058406357422957815,0.018804800461143925,-5.401092149578136,-0.5690614253372063,-47.0
act_cins_n_loans_act,act_cins_n_loans_act < 1.5,0.6553620531622365,0.2732281492612071,1091,715,376,0.6426932732068318,0,INT,0.35135135135135137,0.1920326864147089,0.09621016635645385,0.22274881516587677,0.3041095890410959,0.010306845329594123,0.006819556120978265,-1.1296675660342261,-0.7260297456501316,4.0
act_cins_n_loans_act,1.500 <= act_cins_n_loans_act,0.5739130434782609,0.028800400701227146,115,66,49,0.29783391825192207,1,INT,0.032432432432432434,0.02502553626149132,0.0019135923861745435,0.005924170616113744,0.00821917808219178,0.03587165929831664,0.03301898664735496,-1.1296675660342261,-0.7260297456501316,-7.0
act_cins_n_loans_act,act_cins_n_loans_act = Missing,0.44994617868675996,0.6979714500375658,2787,1254,1533,-0.20088814316570472,2,INT,0.6162162162162163,0.7829417773237998,0.039918414218640765,0.7713270142180095,0.6876712328767123,0.007329732236722711,0.00783833682829408,-1.1296675660342261,-0.7260297456501316,-24.0
act_cins_maxdue,0.500 <= act_cins_maxdue,0.8636363636363636,0.02203856749311295,88,76,12,1.8458196729883276,0,INT,0.03734643734643735,0.006128702757916241,0.055996608141939186,0.008293838862559242,0.01643835616438356,0.01332995745947365,0.017086696032569917,0.742356608023528,1.3702564314627126,4.0
act_cins_maxdue,act_cins_maxdue < 0.5,0.6305903398926654,0.27998998246932133,1118,705,413,0.5347501095644762,1,INT,0.3464373464373464,0.21092951991828396,0.06721087461965325,0.22037914691943128,0.2958904109589041,0.014265337845043755,0.007969408599573534,0.742356608023528,1.3702564314627126,32.0
act_cins_maxdue,act_cins_maxdue = Missing,0.44994617868675996,0.6979714500375658,2787,1254,1533,-0.20088814316570472,2,INT,0.6162162162162163,0.7829417773237998,0.039918414218640765,0.7713270142180095,0.6876712328767123,0.007329732236722711,0.00783833682829408,0.742356608023528,1.3702564314627126,48.0
act_cins_min_pninst,23.500 <= act_cins_min_pninst,0.7624521072796935,0.06536438767843726,261,199,62,1.1661693292899122,0,INT,0.0977886977886978,0.031664964249233915,0.07442009106748011,0.054502369668246446,0.09041095890410959,0.0019706852055903544,0.0005781208005034954,0.4987488825190238,0.5816256498113032,4.0
act_cins_min_pninst,11.5 <= act_cins_min_pninst < 21.5,0.7218543046357616,0.07563235662409216,302,218,84,0.9536775321857845,1,INT,0.10712530712530713,0.04290091930541369,0.05868251677731789,0.05687203791469194,0.07945205479452055,0.005340029358886661,0.008261038934598295,0.4987488825190238,0.5816256498113032,7.0
act_cins_min_pninst,21.5 <= act_cins_min_pninst < 23.5,0.5943396226415094,0.026546456298522415,106,63,43,0.3819338724196065,2,INT,0.03095823095823096,0.021961184882533197,0.00307738685402036,0.022511848341232227,0.03561643835616438,0.000662410560704569,0.0006509713500055899,0.4987488825190238,0.5816256498113032,15.0
act_cins_min_pninst,act_cins_min_pninst < 11.5,0.5605214152700186,0.13448534936138243,537,301,236,0.24327836822040025,3,INT,0.14791154791154792,0.1205311542390194,0.0056007339783126,0.0947867298578199,0.10684931506849316,0.013875251189135273,0.013342567545800566,0.4987488825190238,0.5816256498113032,17.0
act_cins_min_pninst,act_cins_min_pninst = Missing,0.44994617868675996,0.6979714500375658,2787,1254,1533,-0.20088814316570472,4,INT,0.6162162162162163,0.7829417773237998,0.039918414218640765,0.7713270142180095,0.6876712328767123,0.007329732236722711,0.00783833682829408,0.4987488825190238,0.5816256498113032,23.0
act_cins_utl,0.986 <= act_cins_utl,0.7894736842105263,0.019033308289506636,76,60,16,1.3217512566671286,0,INT,0.029484029484029485,0.008171603677221655,0.02716068899202213,0.014218009478672985,0.019178082191780823,0.0013960155898170496,0.0044136853638527,0.6047970103670205,0.7993912084811318,4.0
act_cins_utl,0.439 <= act_cins_utl < 0.844,0.6851520572450805,0.13999499123466067,559,383,176,0.777550687057409,1,INT,0.18820638820638821,0.0898876404494382,0.07259836947998889,0.10426540284360189,0.14520547945205478,0.010519593709254977,0.011147215001325499,0.6047970103670205,0.7993912084811318,13.0
act_cins_utl,0.844 <= act_cins_utl < 0.986,0.625,0.05008765339343852,200,125,75,0.5108250904332262,2,INT,0.06142506142506143,0.03830439223697651,0.01089614159121941,0.03909952606635071,0.057534246575342465,0.002715214517217899,0.00025417777138245955,0.6047970103670205,0.7993912084811318,18.0
act_cins_utl,act_cins_utl < 0.439,0.5741239892183289,0.09291259704482845,371,213,158,0.2986969692547241,3,INT,0.10466830466830467,0.08069458631256383,0.006229362804403818,0.07109004739336493,0.09041095890410959,0.005834955033701756,0.002085569578855475,0.6047970103670205,0.7993912084811318,22.0
act_cins_utl,act_cins_utl = Missing,0.44994617868675996,0.6979714500375658,2787,1254,1533,-0.20088814316570472,4,INT,0.6162162162162163,0.7829417773237998,0.039918414218640765,0.7713270142180095,0.6876712328767123,0.007329732236722711,0.00783833682829408,0.6047970103670205,0.7993912084811318,30.0
act_cins_cc,0.575 <= act_cins_cc,0.751984126984127,0.12622088655146507,504,379,125,1.109221931632653,0,INT,0.18624078624078624,0.06384065372829417,0.13092185173909887,0.13744075829383887,0.2,0.0009547539639627988,0.0009802072163482753,0.4743552468024064,0.5261652431382491,4.0
act_cins_cc,act_cins_cc < 0.29,0.6578947368421053,0.019033308289506636,76,50,26,0.6539246212582144,1,INT,0.02457002457002457,0.013278855975485188,0.006909217116515336,0.002369668246445498,0.005479452054794521,0.03411625140672325,0.028378104601378306,0.4743552468024064,0.5261652431382491,10.0
act_cins_cc,0.47 <= act_cins_cc < 0.575,0.6350877192982456,0.07137490608564989,285,181,104,0.5541057230724891,2,INT,0.08894348894348894,0.05311542390194075,0.01844344996899945,0.04976303317535545,0.07397260273972603,0.007781711743574762,0.002755828154962159,0.4743552468024064,0.5261652431382491,11.0
act_cins_cc,0.29 <= act_cins_cc < 0.47,0.501466275659824,0.08539944903581267,341,171,170,0.005865116012427716,3,INT,0.08402948402948403,0.08682328907048008,9.127055523431644e-05,0.03909952606635071,0.03287671232876712,0.03610677617528303,0.04790740779332057,0.4743552468024064,0.5261652431382491,19.0
act_cins_cc,act_cins_cc = Missing,0.44994617868675996,0.6979714500375658,2787,1254,1533,-0.20088814316570472,4,INT,0.6162162162162163,0.7829417773237998,0.039918414218640765,0.7713270142180095,0.6876712328767123,0.007329732236722711,0.00783833682829408,0.4743552468024064,0.5261652431382491,22.0
act_ccss_seniority,act_ccss_seniority < 31.5,0.7762237762237763,0.1790633608815427,715,555,160,1.2437938536929667,0,INT,0.2727272727272727,0.08171603677221655,0.23004736587755217,0.08412322274881516,0.12602739726027398,0.07166341120734188,0.11318576208805599,0.008084163708145775,0.010055033132439457,4.0
act_ccss_seniority,31.5 <= act_ccss_seniority < 42.5,0.6881720430107527,0.04658151765589782,186,128,58,0.7915863104864479,1,INT,0.0628992628992629,0.0296220633299285,0.02499894321705012,0.03909952606635071,0.07123287671232877,0.0013069816915563311,0.0010353206684764879,0.008084163708145775,0.010055033132439457,4.0
act_ccss_seniority,42.5 <= act_ccss_seniority < 128.5,0.47868999551368324,0.5582268970698723,2229,1067,1162,-0.08529167844791133,2,INT,0.5243243243243243,0.5934627170582226,0.008562219259265588,0.1362559241706161,0.16986301369863013,0.5948423832700367,0.3993787503372294,0.008084163708145775,0.010055033132439457,4.0
act_ccss_seniority,act_ccss_seniority = Missing,0.35311572700296734,0.0843976959679439,337,119,218,-0.6053711880572694,3,INT,0.05847665847665848,0.11133810010214505,0.033996936637629406,0.10781990521327015,0.09315068493150686,0.005730596376817579,0.01612186564178066,0.008084163708145775,0.010055033132439457,4.0
act_ccss_seniority,128.500 <= act_ccss_seniority,0.3155893536121673,0.1317305284247433,526,166,360,-0.7741159184618944,4,INT,0.08157248157248158,0.18386108273748722,0.0830590710196902,0.6327014218009479,0.5397260273972603,0.7858427022180441,0.8652366214679206,0.008084163708145775,0.010055033132439457,4.0
act_ccss_min_seniority,4.5 <= act_ccss_min_seniority < 16.5,0.7533081285444234,0.26496368645128976,1058,797,261,1.1163340137963391,0,INT,0.39164619164619163,0.13329928498467825,0.2783086968898039,0.24644549763033174,0.37534246575342467,0.0013411533874505422,0.0006930537910851354,-0.2612928275480597,-0.29169007095292016,4.0
act_ccss_min_seniority,16.5 <= act_ccss_min_seniority < 33.5,0.5289256198347108,0.09090909090909091,363,192,171,0.11583175156316873,1,INT,0.09434889434889435,0.08733401430030643,0.0005413698679239088,0.041469194312796206,0.043835616438356165,0.038741104456459695,0.0386595082317007,-0.2612928275480597,-0.29169007095292016,-4.0
act_ccss_min_seniority,act_ccss_min_seniority < 4.5,0.4636363636363636,0.3856749311294766,1540,714,826,-0.1457117921907491,2,INT,0.35085995085995086,0.4218590398365679,0.013080597420989737,0.4052132701421801,0.3835616438356164,0.0009653142095395784,0.0029133582305180573,-0.2612928275480597,-0.29169007095292016,-6.0
act_ccss_min_seniority,act_ccss_min_seniority = Missing,0.35311572700296734,0.0843976959679439,337,119,218,-0.6053711880572694,3,INT,0.05847665847665848,0.11133810010214505,0.033996936637629406,0.10781990521327015,0.09315068493150686,0.005730596376817579,0.01612186564178066,-0.2612928275480597,-0.29169007095292016,-9.0
act_ccss_min_seniority,33.500 <= act_ccss_min_seniority,0.3064748201438849,0.17405459554219885,695,213,482,-0.8166516863265754,4,INT,0.10466830466830467,0.24616956077630234,0.12093764574216045,0.1990521327014218,0.10410958904109589,0.0033528105127571895,2.9875303107336138e-06,-0.2612928275480597,-0.29169007095292016,-11.0
