Variable,GRP,Definition,Bad_rate,Share,All,Bad,Good
act_cins_n_statC,3,3.500 <= act_cins_n_statC,0.4804177545691906,0.29103343465045595,766,368,398
act_cins_n_statB,0,0.500 <= act_cins_n_statB,0.6887052341597796,0.13791793313069908,363,250,113
act_cins_n_statB,1,act_cins_n_statB < 0.5,0.5791097399735566,0.8620820668693009,2269,1314,955
act_cins_n_loans_act,0,act_cins_n_loans_act < 1.5,0.6751592356687898,0.35790273556231,942,636,306
act_cins_n_loans_act,1,1.500 <= act_cins_n_loans_act,0.5555555555555556,0.037613981762917935,99,55,44
act_cins_n_loans_act,2,act_cins_n_loans_act = Missing,0.5487115021998743,0.604483282674772,1591,873,718
act_cins_maxdue,0,0.500 <= act_cins_maxdue,0.875,0.02735562310030395,72,63,9
act_cins_maxdue,1,act_cins_maxdue < 0.5,0.6480908152734778,0.368161094224924,969,628,341
act_cins_maxdue,2,act_cins_maxdue = Missing,0.5487115021998743,0.604483282674772,1591,873,718
act_cins_min_pninst,0,23.500 <= act_cins_min_pninst,0.7764227642276422,0.09346504559270517,246,191,55
act_cins_min_pninst,1,11.5 <= act_cins_min_pninst < 23.5,0.7024793388429752,0.13791793313069908,363,255,108
act_cins_min_pninst,2,act_cins_min_pninst < 6.5,0.6138613861386139,0.07674772036474165,202,124,78
act_cins_min_pninst,3,act_cins_min_pninst = Missing,0.5487115021998743,0.604483282674772,1591,873,718
act_cins_min_pninst,4,6.5 <= act_cins_min_pninst < 11.5,0.5260869565217391,0.08738601823708207,230,121,109
act_cins_utl,0,0.986 <= act_cins_utl,0.8615384615384616,0.024696048632218845,65,56,9
act_cins_utl,1,0.439 <= act_cins_utl < 0.507,0.819672131147541,0.02317629179331307,61,50,11
act_cins_utl,2,0.507 <= act_cins_utl < 0.986,0.6629213483146067,0.23670212765957446,623,413,210
act_cins_utl,3,act_cins_utl < 0.439,0.589041095890411,0.11094224924012158,292,172,120
act_cins_utl,4,act_cins_utl = Missing,0.5487115021998743,0.604483282674772,1591,873,718
act_cins_cc,0,0.820 <= act_cins_cc,0.8515625,0.0486322188449848,128,109,19
act_cins_cc,1,0.55 <= act_cins_cc < 0.82,0.723463687150838,0.13601823708206687,358,259,99
act_cins_cc,2,act_cins_cc < 0.299,0.7101449275362319,0.02621580547112462,69,49,20
act_cins_cc,3,0.299 <= act_cins_cc < 0.55,0.5637860082304527,0.18465045592705168,486,274,212
act_cins_cc,4,act_cins_cc = Missing,0.5487115021998743,0.604483282674772,1591,873,718
act_ccss_seniority,0,act_ccss_seniority < 52.5,0.7714604236343366,0.34080547112462006,897,692,205
act_ccss_seniority,1,52.5 <= act_ccss_seniority < 132.5,0.548456568557071,0.5292553191489362,1393,764,629
act_ccss_seniority,2,act_ccss_seniority = Missing,0.5,0.0007598784194528875,2,1,1
act_ccss_seniority,3,132.5 <= act_ccss_seniority < 148.5,0.3736842105263158,0.07218844984802432,190,71,119
act_ccss_seniority,4,148.500 <= act_ccss_seniority,0.24,0.056990881458966566,150,36,114
act_ccss_min_seniority,0,7.5 <= act_ccss_min_seniority < 16.5,0.798469387755102,0.14893617021276595,392,313,79
act_ccss_min_seniority,1,4.5 <= act_ccss_min_seniority < 7.5,0.7438162544169611,0.21504559270516718,566,421,145
act_ccss_min_seniority,2,16.500 <= act_ccss_min_seniority,0.7017543859649122,0.08662613981762918,228,160,68
act_ccss_min_seniority,3,act_ccss_min_seniority = Missing,0.5,0.0007598784194528875,2,1,1
act_ccss_min_seniority,4,act_ccss_min_seniority < 4.5,0.4632963988919668,0.5486322188449848,1444,669,775
act_ccss_n_statC,0,act_ccss_n_statC < 1.5,0.828262339418526,0.5619300911854104,1479,1225,254
act_ccss_n_statC,1,1.5 <= act_ccss_n_statC < 5.5,0.7246376811594203,0.1310790273556231,345,250,95
act_ccss_n_statC,2,act_ccss_n_statC = Missing,0.5,0.0007598784194528875,2,1,1
act_ccss_n_statC,3,5.5 <= act_ccss_n_statC < 10.5,0.2719298245614035,0.08662613981762918,228,62,166
act_ccss_n_statC,4,10.500 <= act_ccss_n_statC,0.04498269896193772,0.2196048632218845,578,26,552
act_ccss_n_statB,0,6.500 <= act_ccss_n_statB,0.8361581920903954,0.1344984802431611,354,296,58
act_ccss_n_statB,1,3.5 <= act_ccss_n_statB < 6.5,0.7461139896373057,0.1466565349544073,386,288,98
act_ccss_n_statB,2,1.5 <= act_ccss_n_statB < 3.5,0.6027397260273972,0.13867781155015196,365,220,145
act_ccss_n_statB,3,act_ccss_n_statB = Missing,0.5,0.0007598784194528875,2,1,1
act_ccss_n_statB,4,act_ccss_n_statB < 1.5,0.4977049180327869,0.5794072948328267,1525,759,766
act_ccss_min_pninst,0,3.5 <= act_ccss_min_pninst < 11.5,0.7521685254027262,0.3066109422492401,807,607,200
act_ccss_min_pninst,1,act_ccss_min_pninst = Missing,0.7464788732394366,0.053951367781155016,142,106,36
act_ccss_min_pninst,2,act_ccss_min_pninst < 2.5,0.6823956442831216,0.2093465045592705,551,376,175
act_ccss_min_pninst,3,11.500 <= act_ccss_min_pninst,0.6788321167883211,0.05205167173252279,137,93,44
act_ccss_min_pninst,4,2.5 <= act_ccss_min_pninst < 3.5,0.38391959798994973,0.3780395136778115,995,382,613
act_ccss_min_lninst,0,6.500 <= act_ccss_min_lninst,0.8064823641563393,0.3985562310030395,1049,846,203
act_ccss_min_lninst,1,act_ccss_min_lninst = Missing,0.7464788732394366,0.053951367781155016,142,106,36
act_ccss_min_lninst,2,3.5 <= act_ccss_min_lninst < 6.5,0.6918367346938775,0.18617021276595744,490,339,151
act_ccss_min_lninst,3,1.5 <= act_ccss_min_lninst < 3.5,0.5076923076923077,0.09878419452887538,260,132,128
act_ccss_min_lninst,4,act_ccss_min_lninst < 1.5,0.2040520984081042,0.26253799392097266,691,141,550
act_ccss_dueutl,0,0.023 <= act_ccss_dueutl,0.8684931506849315,0.13867781155015196,365,317,48
act_ccss_dueutl,1,0.009 <= act_ccss_dueutl < 0.023,0.7760141093474426,0.2154255319148936,567,440,127
act_ccss_dueutl,2,act_ccss_dueutl = Missing,0.7464788732394366,0.053951367781155016,142,106,36
act_ccss_dueutl,3,act_ccss_dueutl < 0.003,0.4796573875802998,0.5322948328267477,1401,672,729
act_ccss_dueutl,4,0.003 <= act_ccss_dueutl < 0.009,0.18471337579617833,0.05965045592705167,157,29,128
act_ccss_cc,0,0.865 <= act_ccss_cc < 0.981,0.7971698113207547,0.08054711246200608,212,169,43
act_ccss_cc,1,act_ccss_cc = Missing,0.7464788732394366,0.053951367781155016,142,106,36
act_ccss_cc,2,act_ccss_cc < 0.865,0.6596638655462185,0.5425531914893617,1428,942,486
act_ccss_cc,3,0.981 <= act_ccss_cc < 1.669,0.43448275862068964,0.2754559270516717,725,315,410
act_ccss_cc,4,1.669 <= act_ccss_cc,0.256,0.047492401215805474,125,32,93
act_cus_active,0,act_cus_active < inf,0.5942249240121581,1.0,2632,1564,1068
ags3_Max_CMaxI_Days,0,ags3_Max_CMaxI_Days < 12.5,0.7551020408163265,0.03723404255319149,98,74,24
ags3_Max_CMaxI_Days,1,14.500 <= ags3_Max_CMaxI_Days,0.670753064798599,0.2169452887537994,571,383,188
ags3_Max_CMaxI_Days,2,13.5 <= ags3_Max_CMaxI_Days < 14.5,0.6558441558441559,0.11702127659574468,308,202,106
ags3_Max_CMaxI_Days,3,12.5 <= ags3_Max_CMaxI_Days < 13.5,0.6442953020134228,0.05661094224924012,149,96,53
ags3_Max_CMaxI_Days,4,ags3_Max_CMaxI_Days = Missing,0.5371845949535192,0.5721884498480243,1506,809,697
agr3_Min_CMaxI_Days,0,agr3_Min_CMaxI_Days < 7.5,0.6931818181818182,0.03343465045592705,88,61,27
agr3_Min_CMaxI_Days,1,13.500 <= agr3_Min_CMaxI_Days,0.6666666666666666,0.031914893617021274,84,56,28
agr3_Min_CMaxI_Days,2,7.5 <= agr3_Min_CMaxI_Days < 11.5,0.6646341463414634,0.18693009118541035,492,327,165
agr3_Min_CMaxI_Days,3,11.5 <= agr3_Min_CMaxI_Days < 13.5,0.6184615384615385,0.12348024316109422,325,201,124
agr3_Min_CMaxI_Days,4,agr3_Min_CMaxI_Days = Missing,0.559342665855143,0.6242401215805471,1643,919,724
ags3_Mean_CMaxC_Days,0,ags3_Mean_CMaxC_Days < 13.833,0.7704239917269907,0.36740121580547114,967,745,222
ags3_Mean_CMaxC_Days,1,ags3_Mean_CMaxC_Days = Missing,0.7446808510638298,0.05357142857142857,141,105,36
ags3_Mean_CMaxC_Days,2,13.833 <= ags3_Mean_CMaxC_Days < 14.167,0.6889632107023411,0.11360182370820669,299,206,93
ags3_Mean_CMaxC_Days,3,14.167 <= ags3_Mean_CMaxC_Days < 14.583,0.5804749340369393,0.14399696048632218,379,220,159
ags3_Mean_CMaxC_Days,4,14.583 <= ags3_Mean_CMaxC_Days,0.3404255319148936,0.32142857142857145,846,288,558
ags3_Max_CMaxC_Days,0,ags3_Max_CMaxC_Days < 13.5,0.8410596026490066,0.05737082066869301,151,127,24
ags3_Max_CMaxC_Days,1,ags3_Max_CMaxC_Days = Missing,0.7446808510638298,0.05357142857142857,141,105,36
ags3_Max_CMaxC_Days,2,13.5 <= ags3_Max_CMaxC_Days < 14.5,0.7303030303030303,0.12537993920972645,330,241,89
ags3_Max_CMaxC_Days,3,14.500 <= ags3_Max_CMaxC_Days,0.5427860696517413,0.763677811550152,2010,1091,919
agr3_Max_CMaxA_Days,0,agr3_Max_CMaxA_Days = Missing,0.8450704225352113,0.026975683890577508,71,60,11
agr3_Max_CMaxA_Days,1,agr3_Max_CMaxA_Days < 14.5,0.7329974811083123,0.15083586626139817,397,291,106
agr3_Max_CMaxA_Days,2,14.500 <= agr3_Max_CMaxA_Days,0.5605360443622921,0.8221884498480243,2164,1213,951
agr3_Min_CMaxA_Due,0,0.500 <= agr3_Min_CMaxA_Due,0.7675033025099075,0.2876139817629179,757,581,176
agr3_Min_CMaxA_Due,1,agr3_Min_CMaxA_Due < 0.5,0.5242666666666667,0.712386018237082,1875,983,892
act3_n_good_days,0,2.500 <= act3_n_good_days,0.7329974811083123,0.15083586626139817,397,291,106
act3_n_good_days,1,1.5 <= act3_n_good_days < 2.5,0.7286036036036037,0.3373860182370821,888,647,241
act3_n_good_days,2,0.5 <= act3_n_good_days < 1.5,0.5504807692307693,0.3161094224924012,832,458,374
act3_n_good_days,3,act3_n_good_days < 0.5,0.3262135922330097,0.19566869300911854,515,168,347
ags6_Mean_CMaxI_Days,0,ags6_Mean_CMaxI_Days < 10.917,0.8115942028985508,0.02621580547112462,69,56,13
ags6_Mean_CMaxI_Days,1,10.917 <= ags6_Mean_CMaxI_Days < 11.917,0.7123287671232876,0.08320668693009119,219,156,63
ags6_Mean_CMaxI_Days,2,13.367 <= ags6_Mean_CMaxI_Days,0.6780626780626781,0.13335866261398177,351,238,113
ags6_Mean_CMaxI_Days,3,11.917 <= ags6_Mean_CMaxI_Days < 13.367,0.6401799100449775,0.253419452887538,667,427,240
ags6_Mean_CMaxI_Days,4,ags6_Mean_CMaxI_Days = Missing,0.5180995475113123,0.5037993920972644,1326,687,639
agr6_Max_CMaxI_Days,0,agr6_Max_CMaxI_Days < 14.5,0.6766467065868264,0.06344984802431611,167,113,54
agr6_Max_CMaxI_Days,1,14.500 <= agr6_Max_CMaxI_Days,0.6492537313432836,0.25455927051671734,670,435,235
agr6_Max_CMaxI_Days,2,agr6_Max_CMaxI_Days = Missing,0.566016713091922,0.6819908814589666,1795,1016,779
ags6_Max_CMaxI_Days,0,ags6_Max_CMaxI_Days < 13.5,0.7592592592592593,0.041033434650455926,108,82,26
ags6_Max_CMaxI_Days,1,14.500 <= ags6_Max_CMaxI_Days,0.6673366834170854,0.3780395136778115,995,664,331
ags6_Max_CMaxI_Days,2,13.5 <= ags6_Max_CMaxI_Days < 14.5,0.645320197044335,0.07712765957446809,203,131,72
ags6_Max_CMaxI_Days,3,ags6_Max_CMaxI_Days = Missing,0.5180995475113123,0.5037993920972644,1326,687,639
agr6_Min_CMaxI_Days,0,agr6_Min_CMaxI_Days < 8.5,0.7040358744394619,0.08472644376899696,223,157,66
agr6_Min_CMaxI_Days,1,8.5 <= agr6_Min_CMaxI_Days < 10.5,0.6793650793650794,0.1196808510638298,315,214,101
agr6_Min_CMaxI_Days,2,10.5 <= agr6_Min_CMaxI_Days < 12.5,0.6033755274261603,0.09004559270516717,237,143,94
agr6_Min_CMaxI_Days,3,agr6_Min_CMaxI_Days = Missing,0.566016713091922,0.6819908814589666,1795,1016,779
agr6_Min_CMaxI_Days,4,12.500 <= agr6_Min_CMaxI_Days,0.5483870967741935,0.023556231003039513,62,34,28
ags6_Mean_CMaxI_Due,0,0.450 <= ags6_Mean_CMaxI_Due,0.8625,0.030395136778115502,80,69,11
ags6_Mean_CMaxI_Due,1,0.083 <= ags6_Mean_CMaxI_Due < 0.45,0.7073170731707317,0.03115501519756839,82,58,24
ags6_Mean_CMaxI_Due,2,ags6_Mean_CMaxI_Due < 0.083,0.6555944055944056,0.43465045592705165,1144,750,394
ags6_Mean_CMaxI_Due,3,ags6_Mean_CMaxI_Due = Missing,0.5180995475113123,0.5037993920972644,1326,687,639
ags6_Min_CMaxI_Due,0,0.000 <= ags6_Min_CMaxI_Due,0.6715160796324655,0.49620060790273557,1306,877,429
ags6_Min_CMaxI_Due,1,ags6_Min_CMaxI_Due = Missing,0.5180995475113123,0.5037993920972644,1326,687,639
agr6_Max_CMaxC_Days,0,agr6_Max_CMaxC_Days = Missing,0.8040089086859689,0.17059270516717326,449,361,88
agr6_Max_CMaxC_Days,1,agr6_Max_CMaxC_Days < 15,0.6842105263157895,0.021656534954407294,57,39,18
agr6_Max_CMaxC_Days,2,15.000 <= agr6_Max_CMaxC_Days,0.5475070555032926,0.8077507598784195,2126,1164,962
ags6_Mean_CMaxA_Days,0,ags6_Mean_CMaxA_Days < 14.45,0.7596537949400799,0.5706686930091185,1502,1141,361
ags6_Mean_CMaxA_Days,1,14.45 <= ags6_Mean_CMaxA_Days < 14.633,0.5811320754716981,0.1006838905775076,265,154,111
ags6_Mean_CMaxA_Days,2,14.633 <= ags6_Mean_CMaxA_Days < 14.817,0.40540540540540543,0.11246200607902736,296,120,176
ags6_Mean_CMaxA_Days,3,14.817 <= ags6_Mean_CMaxA_Days,0.2618629173989455,0.21618541033434652,569,149,420
agr6_Mean_CMaxA_Due,0,0.917 <= agr6_Mean_CMaxA_Due,0.8264058679706602,0.1553951367781155,409,338,71
agr6_Mean_CMaxA_Due,1,agr6_Mean_CMaxA_Due = Missing,0.7708333333333334,0.0364741641337386,96,74,22
agr6_Mean_CMaxA_Due,2,0.583 <= agr6_Mean_CMaxA_Due < 0.917,0.6958105646630237,0.20858662613981763,549,382,167
agr6_Mean_CMaxA_Due,3,0.417 <= agr6_Mean_CMaxA_Due < 0.583,0.6018808777429467,0.12120060790273557,319,192,127
agr6_Mean_CMaxA_Due,4,agr6_Mean_CMaxA_Due < 0.417,0.45909451945988883,0.4783434650455927,1259,578,681
ags6_Min_CMaxA_Due,0,0.500 <= ags6_Min_CMaxA_Due,0.8582995951417004,0.09384498480243161,247,212,35
ags6_Min_CMaxA_Due,1,ags6_Min_CMaxA_Due < 0.5,0.5668763102725367,0.9061550151975684,2385,1352,1033
act6_n_arrears_days,0,0.000 <= act6_n_arrears_days,0.5942249240121581,1.0,2632,1564,1068
agr9_Mean_CMaxI_Days,0,agr9_Mean_CMaxI_Days < 12.056,0.7756410256410257,0.05927051671732523,156,121,35
agr9_Mean_CMaxI_Days,1,12.056 <= agr9_Mean_CMaxI_Days < 13.056,0.6855524079320113,0.13411854103343465,353,242,111
agr9_Mean_CMaxI_Days,2,13.056 <= agr9_Mean_CMaxI_Days < 13.833,0.6054054054054054,0.0702887537993921,185,112,73
agr9_Mean_CMaxI_Days,3,agr9_Mean_CMaxI_Days = Missing,0.5638977635782748,0.7135258358662614,1878,1059,819
agr9_Mean_CMaxI_Days,4,13.833 <= agr9_Mean_CMaxI_Days,0.5,0.022796352583586626,60,30,30
agr9_Max_CMaxI_Days,0,agr9_Max_CMaxI_Days < 14.5,0.703125,0.0243161094224924,64,45,19
agr9_Max_CMaxI_Days,1,14.500 <= agr9_Max_CMaxI_Days,0.6666666666666666,0.2621580547112462,690,460,230
agr9_Max_CMaxI_Days,2,agr9_Max_CMaxI_Days = Missing,0.5638977635782748,0.7135258358662614,1878,1059,819
ags9_Max_CMaxI_Days,0,ags9_Max_CMaxI_Days < 13.5,0.7333333333333333,0.03419452887537994,90,66,24
ags9_Max_CMaxI_Days,1,14.500 <= ags9_Max_CMaxI_Days,0.6758064516129032,0.47112462006079026,1240,838,402
ags9_Max_CMaxI_Days,2,13.5 <= ags9_Max_CMaxI_Days < 14.5,0.6395348837209303,0.06534954407294832,172,110,62
ags9_Max_CMaxI_Days,3,ags9_Max_CMaxI_Days = Missing,0.48672566371681414,0.42933130699088146,1130,550,580
ags9_Min_CMaxI_Days,0,ags9_Min_CMaxI_Days < 7.5,0.7259786476868327,0.1067629179331307,281,204,77
ags9_Min_CMaxI_Days,1,12.500 <= ags9_Min_CMaxI_Days,0.6938775510204082,0.05585106382978723,147,102,45
ags9_Min_CMaxI_Days,2,7.5 <= ags9_Min_CMaxI_Days < 9.5,0.6883720930232559,0.16337386018237082,430,296,134
ags9_Min_CMaxI_Days,3,9.5 <= ags9_Min_CMaxI_Days < 12.5,0.639751552795031,0.24468085106382978,644,412,232
ags9_Min_CMaxI_Days,4,ags9_Min_CMaxI_Days = Missing,0.48672566371681414,0.42933130699088146,1130,550,580
agr9_Min_CMaxI_Due,0,0.000 <= agr9_Min_CMaxI_Due,0.6909307875894988,0.3183890577507599,838,579,259
agr9_Min_CMaxI_Due,1,agr9_Min_CMaxI_Due = Missing,0.5490523968784838,0.6816109422492401,1794,985,809
ags9_Min_CMaxI_Due,0,0.000 <= ags9_Min_CMaxI_Due,0.6750998668442078,0.5706686930091185,1502,1014,488
ags9_Min_CMaxI_Due,1,ags9_Min_CMaxI_Due = Missing,0.48672566371681414,0.42933130699088146,1130,550,580
agr9_Min_CMaxC_Days,0,agr9_Min_CMaxC_Days = Missing,0.8116883116883117,0.23404255319148937,616,500,116
agr9_Min_CMaxC_Days,1,agr9_Min_CMaxC_Days < 12.5,0.7520661157024794,0.4137537993920973,1089,819,270
agr9_Min_CMaxC_Days,2,12.5 <= agr9_Min_CMaxC_Days < 13.5,0.4221105527638191,0.15121580547112462,398,168,230
agr9_Min_CMaxC_Days,3,13.5 <= agr9_Min_CMaxC_Days < 14.5,0.1710843373493976,0.15767477203647418,415,71,344
agr9_Min_CMaxC_Days,4,14.500 <= agr9_Min_CMaxC_Days,0.05263157894736842,0.04331306990881459,114,6,108
agr9_Max_CMaxC_Due,0,agr9_Max_CMaxC_Due = Missing,0.7722419928825622,0.1067629179331307,281,217,64
agr9_Max_CMaxC_Due,1,1.500 <= agr9_Max_CMaxC_Due,0.7495527728085868,0.21238601823708206,559,419,140
agr9_Max_CMaxC_Due,2,0.5 <= agr9_Max_CMaxC_Due < 1.5,0.5487544483985766,0.5338145896656535,1405,771,634
agr9_Max_CMaxC_Due,3,agr9_Max_CMaxC_Due < 0.5,0.40568475452196384,0.14703647416413373,387,157,230
ags9_Min_CMaxC_Due,0,ags9_Min_CMaxC_Due = Missing,0.7538461538461538,0.04939209726443769,130,98,32
ags9_Min_CMaxC_Due,1,0.000 <= ags9_Min_CMaxC_Due,0.5859312549960032,0.9506079027355623,2502,1466,1036
ags9_Max_CMaxA_Days,0,15.500 <= ags9_Max_CMaxA_Days,0.6620689655172414,0.055091185410334344,145,96,49
ags9_Max_CMaxA_Days,1,ags9_Max_CMaxA_Days < 15.5,0.5902694008845999,0.9449088145896657,2487,1468,1019
ags9_Min_CMaxA_Due,0,0.000 <= ags9_Min_CMaxA_Due,0.5942249240121581,1.0,2632,1564,1068
ags12_Mean_CMaxI_Days,0,11.569 <= ags12_Mean_CMaxI_Days < 11.882,0.7916666666666666,0.0364741641337386,96,76,20
ags12_Mean_CMaxI_Days,1,ags12_Mean_CMaxI_Days < 11.569,0.6918238993710691,0.06041033434650456,159,110,49
ags12_Mean_CMaxI_Days,2,12.236 <= ags12_Mean_CMaxI_Days,0.6723716381418093,0.4661854103343465,1227,825,402
ags12_Mean_CMaxI_Days,3,11.882 <= ags12_Mean_CMaxI_Days < 12.236,0.6368159203980099,0.07636778115501519,201,128,73
ags12_Mean_CMaxI_Days,4,ags12_Mean_CMaxI_Days = Missing,0.44783983140147526,0.36056231003039513,949,425,524
agr12_Max_CMaxI_Days,0,agr12_Max_CMaxI_Days < 15,0.7142857142857143,0.010638297872340425,28,20,8
agr12_Max_CMaxI_Days,1,15.000 <= agr12_Max_CMaxI_Days,0.6600910470409712,0.25037993920972645,659,435,224
agr12_Max_CMaxI_Days,2,agr12_Max_CMaxI_Days = Missing,0.5701799485861182,0.7389817629179332,1945,1109,836
ags12_Max_CMaxI_Days,0,14.500 <= ags12_Max_CMaxI_Days,0.6815331010452962,0.5452127659574468,1435,978,457
ags12_Max_CMaxI_Days,1,13.5 <= ags12_Max_CMaxI_Days < 14.5,0.6778523489932886,0.05661094224924012,149,101,48
ags12_Max_CMaxI_Days,2,ags12_Max_CMaxI_Days < 13.5,0.6060606060606061,0.037613981762917935,99,60,39
ags12_Max_CMaxI_Days,3,ags12_Max_CMaxI_Days = Missing,0.44783983140147526,0.36056231003039513,949,425,524
agr12_Min_CMaxI_Days,0,agr12_Min_CMaxI_Days < 5.5,0.7931034482758621,0.022036474164133738,58,46,12
agr12_Min_CMaxI_Days,1,5.5 <= agr12_Min_CMaxI_Days < 9.5,0.6955445544554455,0.1534954407294833,404,281,123
agr12_Min_CMaxI_Days,2,9.5 <= agr12_Min_CMaxI_Days < 10.5,0.5895522388059702,0.050911854103343465,134,79,55
agr12_Min_CMaxI_Days,3,agr12_Min_CMaxI_Days = Missing,0.5701799485861182,0.7389817629179332,1945,1109,836
agr12_Min_CMaxI_Days,4,10.500 <= agr12_Min_CMaxI_Days,0.5384615384615384,0.034574468085106384,91,49,42
ags12_Min_CMaxI_Days,0,ags12_Min_CMaxI_Days < 5.5,0.7345132743362832,0.04293313069908815,113,83,30
ags12_Min_CMaxI_Days,1,12.500 <= ags12_Min_CMaxI_Days,0.7006802721088435,0.05585106382978723,147,103,44
ags12_Min_CMaxI_Days,2,5.5 <= ags12_Min_CMaxI_Days < 9.5,0.6936708860759494,0.30015197568389057,790,548,242
ags12_Min_CMaxI_Days,3,9.5 <= ags12_Min_CMaxI_Days < 12.5,0.6398104265402843,0.2405015197568389,633,405,228
ags12_Min_CMaxI_Days,4,ags12_Min_CMaxI_Days = Missing,0.44783983140147526,0.36056231003039513,949,425,524
agr12_Max_CMaxI_Due,0,0.500 <= agr12_Max_CMaxI_Due,0.7877094972067039,0.06800911854103343,179,141,38
agr12_Max_CMaxI_Due,1,agr12_Max_CMaxI_Due < 0.5,0.6639477977161501,0.23290273556231003,613,407,206
agr12_Max_CMaxI_Due,2,agr12_Max_CMaxI_Due = Missing,0.5521739130434783,0.6990881458966566,1840,1016,824
ags12_Max_CMaxI_Due,0,0.500 <= ags12_Max_CMaxI_Due,0.7725631768953068,0.10524316109422492,277,214,63
ags12_Max_CMaxI_Due,1,ags12_Max_CMaxI_Due < 0.5,0.6578947368421053,0.53419452887538,1406,925,481
